30	10	0.145576
30	15	0.11395
30	20	0.0825435
30	25	0.0661328
30	30	0.0626528
30	35	0.0616838
30	40	0.0642532
30	45	0.0591633
30	50	0.0620887
30	55	0.0636952
30	60	0.0582661
30	65	0.0618507
30	70	0.0583771
30	75	0.0595785
30	80	0.0629724
30	85	0.0591929
30	90	0.0618286
30	95	0.0620193
30	100	0.0592614
