program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);bandwidths(Mbs);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
31;BINARY;semihonest;replicated-bin;3;0.38;32;1;10;30;0.0790266;0.12;12;57;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;15;30;0.0545204;0.10;10;68;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;30;0.0532035;0.10;9;71;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;25;30;0.0511295;0.09;11;72;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;30;30;0.0548038;0.10;12;71;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;35;30;0.0529078;0.10;12;69;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;40;30;0.0519605;0.09;9;70;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;45;30;0.053704;0.10;10;71;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;50;30;0.0535825;0.10;9;71;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;55;30;0.0516332;0.10;10;71;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;60;30;0.0533379;0.09;11;70;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;65;30;0.0513957;0.09;11;68;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;70;30;0.0484895;0.09;10;65;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;75;30;0.0524571;0.09;11;72;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;80;30;0.0493713;0.09;12;73;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;85;30;0.0515463;0.09;11;70;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;90;30;0.0531056;0.10;10;60;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;95;30;0.0516683;0.09;11;70;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;100;30;0.0509114;0.09;11;75;NA;0.009746;NA
