program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);latencies(ms);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
31;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;5;30;4.42012;4.67;15;19;NA;1.16047;NA
31;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;10;30;8.39748;8.84;15;10;NA;1.16047;NA
31;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;15;30;12.3767;13.00;15;7;NA;1.16047;NA
31;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;20;30;16.3583;17.17;15;5;NA;1.16047;NA
31;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;25;30;20.3415;21.34;13;4;NA;1.16047;NA
31;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;30;30;24.3175;25.51;15;3;NA;1.16047;NA
31;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;35;30;28.2949;29.67;15;3;NA;1.16047;NA
31;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;40;30;32.2727;33.84;13;2;NA;1.16047;NA
31;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;45;30;36.3033;38.04;13;2;NA;1.16047;NA
31;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;50;30;40.2358;42.16;13;2;NA;1.16047;NA
31;BINARY;malhonest;ps-rep-bin;3;0.55;33;1;0;30;1.48893;1.54;373;106;NA;67.2439;NA
31;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;5;30;5.86473;6.10;373;29;NA;67.2439;NA
31;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;10;30;10.3161;10.77;371;16;NA;67.2439;NA
31;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;15;30;14.7938;15.42;372;11;NA;67.2439;NA
31;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;20;30;19.3157;20.13;370;9;NA;67.2439;NA
31;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;25;30;23.8847;24.89;373;7;NA;67.2439;NA
31;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;30;30;28.1154;29.30;371;6;NA;67.2439;NA
31;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;35;30;32.9481;34.40;372;5;NA;67.2439;NA
31;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;40;30;37.3777;38.93;372;4;NA;67.2439;NA
31;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;45;30;41.4829;43.33;372;4;NA;67.2439;NA
31;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;50;30;46.0709;47.99;371;3;NA;67.2439;NA
31;BINARY;malhonest;mal-shamir-bmr;3;0.55;33;1;0;30;0.371484;0.42;58;125;NA;33.8032;NA
31;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;5;30;1.60127;1.84;57;49;NA;33.8032;NA
31;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;10;30;2.52322;2.96;58;32;NA;33.8032;NA
31;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;15;30;3.41427;4.01;58;23;NA;33.8032;NA
31;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;20;30;4.32456;5.10;56;18;NA;33.8032;NA
31;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;25;30;5.22256;6.18;57;15;NA;33.8032;NA
31;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;30;30;6.14011;7.27;58;13;NA;33.8032;NA
31;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;35;30;7.06002;8.36;55;11;NA;33.8032;NA
31;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;40;30;7.91874;9.39;60;10;NA;33.8032;NA
31;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;45;30;8.86694;10.52;59;9;NA;33.8032;NA
31;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;50;30;9.68006;11.50;59;8;NA;33.8032;NA
31;BINARY;semihonest;shamir-bmr;3;0.55;33;1;0;30;0.114529;0.15;45;79;NA;10.0261;NA
31;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;5;30;1.04773;1.29;46;24;NA;10.0261;NA
31;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;10;30;1.85314;2.28;45;13;NA;10.0261;NA
31;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;15;30;2.65166;3.25;45;10;NA;10.0261;NA
31;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;20;30;3.452;4.23;44;7;NA;10.0261;NA
31;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;25;30;4.23023;5.18;46;6;NA;10.0261;NA
31;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;30;30;4.96668;6.09;49;5;NA;10.0261;NA
31;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;35;30;5.84671;7.15;45;4;NA;10.0261;NA
31;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;40;30;6.69661;8.17;43;4;NA;10.0261;NA
31;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;45;30;7.48779;9.13;43;3;NA;10.0261;NA
31;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;50;30;8.20863;10.03;52;3;NA;10.0261;NA
31;BINARY;semihonest;rep-bmr;3;0.55;33;1;0;30;0.102585;0.15;39;90;NA;4.82333;NA
31;BINARY;semihonest;rep-bmr;3;NA;NA;NA;5;30;0.676725;0.93;38;25;NA;4.82333;NA
31;BINARY;semihonest;rep-bmr;3;NA;NA;NA;10;30;1.21571;1.67;41;15;NA;4.82333;NA
31;BINARY;semihonest;rep-bmr;3;NA;NA;NA;15;30;1.64821;2.29;39;11;NA;4.82333;NA
31;BINARY;semihonest;rep-bmr;3;NA;NA;NA;20;30;2.11636;2.96;37;8;NA;4.82333;NA
31;BINARY;semihonest;rep-bmr;3;NA;NA;NA;25;30;2.64356;3.68;36;6;NA;4.82333;NA
31;BINARY;semihonest;rep-bmr;3;NA;NA;NA;30;30;3.10497;4.31;38;6;NA;4.82333;NA
31;BINARY;semihonest;rep-bmr;3;NA;NA;NA;35;30;3.66643;5.07;39;5;NA;4.82333;NA
31;BINARY;semihonest;rep-bmr;3;NA;NA;NA;40;30;4.15483;5.75;38;4;NA;4.82333;NA
31;BINARY;semihonest;rep-bmr;3;NA;NA;NA;45;30;4.64879;6.44;40;4;NA;4.82333;NA
31;BINARY;semihonest;rep-bmr;3;NA;NA;NA;50;30;5.14958;7.13;39;3;NA;4.82333;NA
31;BINARY;semihonest;replicated-bin;3;0.55;33;1;0;30;0.282928;0.32;12;89;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;5;30;4.37492;4.61;11;9;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;30;8.29364;8.73;10;5;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;15;30;12.2203;12.84;11;4;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;30;16.1421;17.01;12;3;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;25;30;20.0943;21.15;11;2;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;30;30;24.0507;25.22;11;2;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;35;30;27.9499;29.32;10;2;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;40;30;31.8959;33.45;11;1;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;45;30;35.8306;37.57;11;1;NA;0.009746;NA
31;BINARY;semihonest;replicated-bin;3;NA;NA;NA;50;30;39.7646;41.69;11;1;NA;0.009746;NA
31;BINARY;semihonest;ccd;3;0.55;33;1;0;30;0.3464;0.39;12;160;NA;0.019444;NA
31;BINARY;semihonest;ccd;3;NA;NA;NA;5;30;4.32208;4.56;12;18;NA;0.019444;NA
31;BINARY;semihonest;ccd;3;NA;NA;NA;10;30;8.25203;8.70;12;10;NA;0.019444;NA
31;BINARY;semihonest;ccd;3;NA;NA;NA;15;30;12.1737;12.80;12;7;NA;0.019444;NA
31;BINARY;semihonest;ccd;3;NA;NA;NA;20;30;16.0955;16.91;10;5;NA;0.019444;NA
31;BINARY;semihonest;ccd;3;NA;NA;NA;25;30;20.011;21.01;11;4;NA;0.019444;NA
31;BINARY;semihonest;ccd;3;NA;NA;NA;30;30;23.9339;25.11;12;3;NA;0.019444;NA
31;BINARY;semihonest;ccd;3;NA;NA;NA;35;30;27.8488;29.22;12;3;NA;0.019444;NA
31;BINARY;semihonest;ccd;3;NA;NA;NA;40;30;31.7636;33.40;12;2;NA;0.019444;NA
31;BINARY;semihonest;ccd;3;NA;NA;NA;45;30;35.6882;37.43;10;2;NA;0.019444;NA
31;BINARY;semihonest;ccd;3;NA;NA;NA;50;30;39.6074;41.64;12;2;NA;0.019444;NA
